timestamp,student_id,session_id,topic,bloom_level,question_id,selected,correct_option,is_correct,confidence,mode,response_time_sec,reinforcement_reason
2025-11-26 14:22:57,folajimiy,1764184956,Abstract Classes,Analyze,dbae852a-358f-4071-921e-8159a12c7408,b,b,True,2,Practice,4.761843204498291,🎯 Selecting medium-difficulty item
2025-11-26 14:23:56,folajimiy,1764184956,Abstract Classes,Remember,3f1a9384-e3bc-42d7-8f42-c14f3d8a6516,a,d,False,2,Practice,42.90095233917236,🎯 Selecting medium-difficulty item
2025-11-26 15:09:54,folajimiy,1764184956,Abstract Classes,Understand,6034a73d-a11d-414c-8868-253d3ceb380c,b,d,False,4,Practice,116.67126297950745,🎯 Selecting medium-difficulty item
2025-11-26 15:12:13,folajimiy,1764184956,Abstract Classes,Analyze,c09b2293-0ecd-4b71-bd2e-33f97e8723ec,d,d,True,2,Practice,122.99982047080994,🎯 Selecting medium-difficulty item
2025-11-26 18:09:22,folajimiy,1764198387,Arrays,Evaluate,35a5d6d3-9272-45d9-a292-41f92b5185b4,d,b,False,2,Practice,123.5368001461029,🎯 Selecting medium-difficulty item
2025-11-26 18:31:41,folajimiy,1764198387,Arrays,Analyze,cb0ee24d-8cd9-4bcd-abb9-894717a54db8,b,b,True,5,Practice,191.7711522579193,🎯 Selecting medium-difficulty item
2025-11-26 18:32:55,folajimiy,1764198387,Arrays,Evaluate,bf14a199-966d-4de3-9133-adc7d4dfe553,c,c,True,5,Practice,68.0280773639679,🎯 Selecting medium-difficulty item
2025-11-26 18:33:35,folajimiy,1764198387,Arrays,Apply,d60ece8f-0560-4fce-b6dd-061c13a51dc1,c,c,True,5,Practice,34.154338359832764,🎯 Selecting medium-difficulty item
2025-11-26 19:03:15,folajimiy,1764201282,Abstract Classes,Apply,514,d,d,True,5,Practice,501.2597334384918,🎯 Selecting medium-difficulty item
2025-11-26 19:04:11,folajimiy,1764201282,Abstract Classes,Understand,513,a,d,False,3,Practice,51.39147615432739,🎯 Selecting medium-difficulty item
2025-11-26 19:04:19,folajimiy,1764201282,Abstract Classes,Apply,530,a,b,False,4,Practice,4.7393479347229,🎯 Selecting medium-difficulty item
2025-11-26 19:04:28,folajimiy,1764201282,Abstract Classes,Understand,526,d,b,False,3,Practice,6.5036070346832275,🎯 Selecting medium-difficulty item
2025-11-26 19:04:38,folajimiy,1764201282,Abstract Classes,Apply,515,a,a,True,3,Practice,6.985105514526367,🎯 Selecting medium-difficulty item
2025-11-26 19:04:46,folajimiy,1764201282,Abstract Classes,Analyze,532,c,d,False,2,Practice,4.716965198516846,🎯 Selecting medium-difficulty item
2025-11-26 19:04:52,folajimiy,1764201282,Abstract Classes,Analyze,517,b,c,False,2,Practice,4.10039210319519,🎯 Selecting medium-difficulty item
2025-11-26 19:05:00,folajimiy,1764201282,Abstract Classes,Apply,499,b,c,False,2,Practice,5.6971189975738525,🎯 Selecting medium-difficulty item
2025-11-26 19:05:08,folajimiy,1764201282,Abstract Classes,Evaluate,506,a,d,False,1,Practice,5.707327365875244,🎯 Selecting medium-difficulty item
2025-11-26 19:05:16,folajimiy,1764201282,Abstract Classes,Apply,531,a,c,False,1,Practice,4.124185800552368,🎯 Selecting medium-difficulty item
2025-11-26 19:21:29,folajimiy,1764201282,Arrays,Analyze,534,d,d,True,5,Test,47.40312576293945,🎯 Selecting medium-difficulty item
2025-11-26 19:21:54,folajimiy,1764201282,Arrays,Evaluate,208,c,c,True,5,Test,22.803706884384155,🎯 Selecting medium-difficulty item
2025-11-26 20:13:10,folajimiy,1764205910,Java Fundamentals,Evaluate,28,d,c,False,3,Practice,63.61078953742981,🎯 Selecting medium-difficulty item
2025-11-26 20:15:32,folajimiy,1764205910,Java Fundamentals,Evaluate,13,d,d,True,4,Practice,66.93621921539307,🎯 Selecting medium-difficulty item
2025-11-26 20:16:32,folajimiy,1764205910,Java Fundamentals,Apply,52,a,a,True,5,Practice,55.41175079345703,🎯 Selecting medium-difficulty item
2025-11-26 20:17:36,folajimiy,1764205910,Java Fundamentals,Analyze,11,c,c,True,4,Practice,61.839348554611206,🎯 Selecting medium-difficulty item
2025-11-26 20:18:21,folajimiy,1764205910,Java Fundamentals,Analyze,55,b,b,True,2,Practice,42.51250076293945,🎯 Selecting medium-difficulty item
2025-11-26 20:20:07,folajimiy,1764205910,Java Fundamentals,Evaluate,29,d,c,False,4,Practice,99.703533411026,🎯 Selecting medium-difficulty item
2025-11-27 09:10:42,folajimiy,1764246098,Loops,Understand,511,a,a,True,1,Exam Simulator,6526.601317167282,🎯 Selecting medium-difficulty item,"{""A"": [""correct_loop_control_understanding""], ""B"": [""misunderstand_break_timing"", ""incomplete_loop_analysis""], ""C"": [""ignore_control_statements"", ""assume_full_loop_execution""], ""D"": [""misinterpret_continue_effect""]}"
2025-11-27 09:11:13,folajimiy,1764246098,Arrays,Remember,182,a,a,True,1,Exam Simulator,20.480476140975952,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""correct_iteration""], ""B"": [""off_by_one_error"", ""incomplete_array_traversal""], ""C"": [""index_out_of_bounds"", ""boundary_condition_mistake""], ""D"": [""skip_first_element"", ""incorrect_start_index""]}"
2025-11-27 09:11:42,folajimiy,1764246098,JavaFX,Remember,2548,a,a,True,1,Exam Simulator,4.855332851409912,🎯 Ability-based difficulty: easy near θ=0.00,"{""A"": [], ""B"": [""confuse_border_layout_with_horizontal_layout""], ""C"": [""overestimate_grid_layout_simplicity""], ""D"": [""confuse_vertical_with_horizontal_layout""]}"
2025-11-27 09:12:09,folajimiy,1764246098,Encapsulation,Remember,1395,a,a,True,5,Exam Simulator,9.659075736999512,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""correct_access_modifier""], ""B"": [""overly_broad_visibility"", ""ignore_encapsulation""], ""C"": [""confuse_inheritance_visibility""], ""D"": [""misunderstand_package_access""]}"
2025-11-27 09:12:44,folajimiy,1764246098,Event-Driven Programming,Remember,4529,d,d,True,4,Exam Simulator,31.45578408241272,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""misunderstand_event_mechanism"", ""confuse_polling_with_events""], ""B"": [""conflate_rendering_with_event_handling"", ""misunderstand_gui_update_cycle""], ""C"": [""confuse_container_with_listener"", ""misinterpret_component_management""], ""D"": []}"
2025-11-27 09:13:15,folajimiy,1764246098,Java Fundamentals,Remember,1,c,c,True,5,Exam Simulator,28.49989628791809,🎯 Ability-based difficulty: easy near θ=0.00,"{""A"": [""string_for_numeric"", ""text_vs_number_confusion""], ""B"": [""boolean_not_numeric"", ""type_misunderstanding""], ""C"": [], ""D"": [""decimal_vs_whole_number"", ""float_misuse""]}"
2025-11-27 09:13:47,folajimiy,1764246098,Control Flow,Remember,203,d,d,True,5,Exam Simulator,29.395925760269165,🎯 Ability-based difficulty: easy near θ=0.00,"{""A"": [""confuse_switch_with_if"", ""misunderstand_control_structures""], ""B"": [""misinterpret_case_keyword"", ""switch_statement_confusion""], ""C"": [""confuse_loop_with_conditional"", ""misunderstand_while_keyword""], ""D"": []}"
2025-11-27 09:14:25,folajimiy,1764246098,Java Fundamentals,Remember,53,a,a,True,5,Exam Simulator,33.35091185569763,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""correct_precedence""], ""B"": [""linear_evaluation"", ""ignore_precedence""], ""C"": [""incorrect_grouping"", ""parenthesis_misunderstanding""], ""D"": [""random_arithmetic"", ""no_clear_reasoning""]}"
2025-11-27 09:14:45,folajimiy,1764246098,Loops,Remember,3508,b,b,True,5,Exam Simulator,17.450483322143555,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""misunderstand_nested_loops"", ""overgeneralize_break""], ""B"": [], ""C"": [""confuse_break_with_continue""], ""D"": [""misunderstand_method_exit_mechanism""]}"
2025-11-27 09:15:36,folajimiy,1764246098,Strings,Remember,3762,d,d,True,4,Exam Simulator,48.642228841781616,🎯 Ability-based difficulty: easy near θ=0.00,"{""A"": [""confuse_string_with_stringbuilder"", ""method_name_misunderstanding""], ""B"": [""non_existent_method"", ""method_name_invention""], ""C"": [""method_name_confusion"", ""collection_method_overgeneralization""], ""D"": []}"
2025-11-27 09:17:49,folajimiy,1764246098,Abstract Classes,Remember,1949,d,d,True,4,Exam Simulator,129.58887839317322,🎯 Ability-based difficulty: hard near θ=0.00,"{""A"": [""misunderstand_abstract_class_requirements"", ""confuse_subclass_declaration_rules""], ""B"": [""misinterpret_method_inheritance"", ""abstract_class_method_misconception""], ""C"": [""limit_subclass_method_definition"", ""inheritance_scope_misunderstanding""], ""D"": []}"
2025-11-27 09:19:02,folajimiy,1764246098,Generics,Remember,4087,c,c,True,5,Exam Simulator,69.81387138366699,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""misunderstand_type_erasure"", ""confuse_compile_time_runtime""], ""B"": [""performance_misconception"", ""generics_overhead""], ""C"": [], ""D"": [""primitive_type_limitation"", ""wrapper_class_misunderstanding""]}"
2025-11-27 09:20:04,folajimiy,1764246098,Generics,Remember,2191,c,b,False,4,Exam Simulator,59.03506922721863,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""misplace_type_parameters"", ""confuse_method_body_syntax""], ""B"": [], ""C"": [""incorrect_type_parameter_placement""], ""D"": [""misunderstand_method_signature_structure""]}"
2025-11-27 09:22:05,folajimiy,1764246098,Interfaces,Remember,554,c,a,False,4,Exam Simulator,30.62567114830017,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""correct_interface_syntax""], ""B"": [""confuse_extend_and_implement"", ""interface_inheritance_misunderstanding""], ""C"": [""misunderstand_interface_structure"", ""confuse_interface_and_abstract_class""], ""D"": [""misunderstand_multiple_inheritance_rules""]}"
2025-11-27 09:22:27,folajimiy,1764246098,Java Fundamentals,Remember,58,c,c,True,5,Exam Simulator,19.17638659477234,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""ignore_precedence"", ""left_to_right_evaluation""], ""B"": [""random_arithmetic_guess""], ""C"": [], ""D"": [""multiply_before_add_incorrectly""]}"
2025-11-27 09:47:22,folajimiy,1764254791,Loops,Remember,3359,a,b,False,1,Practice,15.270362138748169,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""incorrect_loop_order"", ""misunderstand_update_sequence""], ""B"": [], ""C"": [""misplace_update_component""], ""D"": [""reverse_loop_logic""]}"
2025-11-27 09:47:48,folajimiy,1764254791,Abstract Classes,Remember,1948,a,d,False,1,Practice,7.2043914794921875,🎯 Ability-based difficulty: hard near θ=0.00,"{""A"": [""misunderstand_constructor_inheritance""], ""B"": [""confuse_abstract_method_instantiation""], ""C"": [""misunderstand_class_extension_rules""], ""D"": []}"
2025-11-27 09:48:20,folajimiy,1764254791,Abstract Classes,Remember,1890,b,b,True,1,Test,13.652043581008911,🎯 Ability-based difficulty: medium centered θ=-0.23,"{""A"": [""misunderstand_abstract_class_structure"", ""confuse_interface_with_abstract_class""], ""B"": [], ""C"": [""oversimplify_abstract_class_capabilities""], ""D"": [""reverse_inheritance_responsibilities""]}"
2025-11-27 09:49:59,folajimiy,1764254791,Abstract Classes,Remember,1842,a,c,False,1,Test,95.6787006855011,🎯 Ability-based difficulty: medium centered θ=-0.03,"{""A"": [""confuse_access_modifier_with_abstract"", ""method_visibility_misunderstanding""], ""B"": [""misunderstand_method_overriding_rules""], ""C"": [], ""D"": [""confuse_abstract_method_with_method_implementation""]}"
2025-11-27 09:53:17,folajimiy,1764254791,Abstract Classes,Remember,1945,a,b,False,1,Practice,5.272054433822632,🎯 Ability-based difficulty: easy near θ=-0.31 (neighborhood),"{""A"": [""misunderstand_object_creation"", ""confuse_factory_pattern""], ""B"": [""correct_understanding""], ""C"": [""misunderstand_inheritance_capabilities""], ""D"": [""misunderstand_constructor_inheritance""]}"
2025-11-27 10:03:23,folajimiy,1764254791,Interfaces,Remember,3929,a,a,True,1,Practice,4.372494459152222,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""correct_functional_interface_definition""], ""B"": [""misunderstand_interface_method_constraints""], ""C"": [""confuse_interface_with_static_methods""], ""D"": [""misinterpret_interface_implementation_rules""]}"
2025-11-27 10:03:31,folajimiy,1764254791,Collections,Remember,2441,a,b,False,1,Practice,5.701776504516602,🎯 Ability-based difficulty: easy near θ=0.00,"{""A"": [""confuse_next_with_has_next"", ""method_purpose_misunderstanding""], ""B"": [], ""C"": [""confuse_remove_with_iteration_check""], ""D"": [""method_location_confusion"", ""collection_vs_iterator_methods""]}"
2025-11-27 10:05:09,folajimiy,1764254791,Abstract Classes,Remember,1943,a,b,False,1,Practice,4.987997055053711,🎯 Ability-based difficulty: hard near θ=-0.50,"{""A"": [""misunderstand_method_inheritance"", ""abstract_class_method_access""], ""B"": [""correct_understanding""], ""C"": [""limit_subclass_capabilities"", ""misunderstand_class_extension""], ""D"": [""misunderstand_constructor_inheritance""]}"
2025-11-27 10:12:39,folajimiy,1764254791,Abstract Classes,Remember,3786,a,b,False,1,Practice,5.672354698181152,🎯 Ability-based difficulty: medium centered θ=-0.67,"{""A"": [""misunderstand_method_declaration"", ""confuse_abstract_method_rules""], ""B"": [], ""C"": [""misunderstand_constructor_inheritance""], ""D"": [""confuse_abstract_and_concrete_class_requirements""]}"
2025-11-27 10:22:12,folajimiy,1764254791,Abstract Classes,Remember,1896,a,d,False,1,Practice,6.703713417053223,🎯 Ability-based difficulty: medium centered θ=-0.87 (neighborhood),"{""A"": [""misunderstand_constructor_rules"", ""abstract_class_constraints""], ""B"": [""oversimplify_abstract_method_requirements""], ""C"": [""confuse_class_variable_restrictions""], ""D"": []}"
2025-11-27 10:22:31,folajimiy,1764254791,Encapsulation,Remember,1397,a,b,False,1,Practice,5.377852916717529,🎯 Ability-based difficulty: medium centered θ=0.00,"{""A"": [""overgeneralize_public_access"", ""misunderstand_visibility""], ""B"": [], ""C"": [""confuse_inheritance_access"", ""misunderstand_protected_scope""], ""D"": [""misunderstand_package_private_visibility""]}"
2025-11-27 10:23:29,folajimiy,1764256997,Abstract Classes,Remember,3787,a,b,False,1,Practice,5.215032339096069,🎯 Ability-based difficulty: hard near θ=0.00,"{""A"": [""misunderstand_constructor_inheritance"", ""superclass_constructor_access""], ""B"": [""abstract_method_implementation_requirement""], ""C"": [""method_overriding_misconception""], ""D"": [""instance_variable_declaration_limits""]}"
2025-11-27 12:34:40,folajimiy,1764256997,Abstract Classes,Remember,3788,a,b,False,1,Guided Practice,5.485205411911011,🎯 Ability-based difficulty: hard near θ=-0.23,"{""A"": [""misunderstand_method_extension"", ""restrict_subclass_capabilities""], ""B"": [""correct_understanding""], ""C"": [""misunderstand_method_inheritance""], ""D"": [""confuse_abstract_instantiation_rules""]}"
2025-11-27 12:35:52,folajimiy,1764256997,Abstract Classes,Remember,1898,a,b,False,1,Guided Practice,4.384822607040405,🎯 Ability-based difficulty: medium centered θ=-0.42,"{""A"": [""reversed_inheritance_understanding"", ""method_implementation_confusion""], ""B"": [""correct_abstract_class_concept""], ""C"": [""confuse_abstract_class_with_interface"", ""method_restriction_misunderstanding""], ""D"": [""conflate_interface_and_abstract_class_rules"", ""static_method_misconception""]}"
2025-11-27 12:37:51,folajimiy,1764256997,Abstract Classes,Remember,1890,a,b,False,1,Guided Practice,113.3637580871582,🎯 Ability-based difficulty: medium centered θ=-0.66,"{""A"": [""misunderstand_abstract_class_structure"", ""confuse_interface_with_abstract_class""], ""B"": [], ""C"": [""oversimplify_abstract_class_capabilities""], ""D"": [""reverse_inheritance_responsibilities""]}"
2025-11-27 13:03:22,folajimiy,1764256997,Abstract Classes,Remember,1895,a,c,False,1,Guided Practice,186.719379901886,🎯 Ability-based difficulty: hard near θ=-0.87,"{""A"": [""all_methods_must_be_abstract"", ""misunderstand_abstract_class_structure""], ""B"": [""confuse_abstract_with_interface"", ""no_state_in_abstract_classes""], ""C"": [], ""D"": [""no_constructor_in_abstract_classes""]}"
2025-11-27 13:04:55,folajimiy,1764256997,Abstract Classes,Remember,525,b,b,True,4,Guided Practice,69.46809339523315,🎯 Ability-based difficulty: medium centered θ=-1.05 (neighborhood),"{""A"": [""incomplete_abstract_method_understanding"", ""misunderstand_concrete_class_requirements""], ""B"": [""correct_abstract_class_implementation""], ""C"": [""misunderstand_constructor_inheritance""], ""D"": [""misunderstand_method_overriding_rules""]}"
2025-11-27 13:05:12,folajimiy,1764256997,Abstract Classes,Remember,1947,a,a,True,4,Guided Practice,13.787672281265259,🎯 Ability-based difficulty: medium centered θ=-0.76,"{""A"": [""correct_abstract_class_implementation""], ""B"": [""misunderstand_method_inheritance""], ""C"": [""confuse_constructor_rules""], ""D"": [""limit_subclass_capabilities""]}"
2025-11-27 14:01:35,folajimiy,1764270019,Collections,Remember,1949,d,d,True,5,Guided Practice,75.71117353439331,🎯 Ability-based difficulty: hard near θ=-0.51,"{""A"": [""misunderstand_abstract_class_requirements"", ""confuse_subclass_declaration_rules""], ""B"": [""misinterpret_method_inheritance"", ""abstract_class_method_misconception""], ""C"": [""limit_subclass_method_definition"", ""inheritance_scope_misunderstanding""], ""D"": []}"
2025-11-27 14:05:49,folajimiy,1764270019,Collections,Remember,2347,d,d,True,3,Guided Practice,194.71652722358704,🎯 Ability-based difficulty: medium centered θ=0.23,"{""A"": [""misunderstand_null_handling"", ""confuse_set_null_rules""], ""B"": [""conflate_string_representation_with_equality""], ""C"": [""misunderstand_hashcode_contract""], ""D"": []}"
2025-11-27 14:09:45,folajimiy,1764270019,Collections,Understand,2457,d,b,False,1,Guided Practice,232.06592297554016,⬆️ Progressing to Understand,"{""A"": [""misuse_iterator_as_iterable"", ""confuse_iterator_iteration""], ""B"": [], ""C"": [""confuse_hasnext_with_element"", ""iterator_method_semantics""], ""D"": [""infinite_loop_risk"", ""iterator_boundary_handling""]}"
2025-11-27 20:01:23,folajimiy,1764291343,Arrays,Analyze,586,a,d,False,1,Guided Practice,222.96465253829956,🔥 High readiness (0.72) → Challenging concepts,"{""A"": [""ignore_array_mutation"", ""misunderstand_assignment""], ""B"": [""assume_out_of_bounds_zero"", ""misinterpret_index_access""], ""C"": [""confuse_array_index_targets"", ""mistrack_mutation_location""], ""D"": []}"
2025-11-27 20:04:11,folajimiy,1764291792,Collections,Apply,4256,c,c,True,1,Exam Simulator,58.42777943611145,🔧 Readiness low (0.00) → Easy remediation,"{""A"": [""map_value_retention"", ""first_value_persistence""], ""B"": [""key_value_confusion"", ""incorrect_key_mapping""], ""C"": [], ""D"": [""null_return_misunderstanding""]}"
2025-11-27 20:04:59,folajimiy,1764291792,Loops,Analyze,161,a,c,False,1,Exam Simulator,43.26778864860535,🔧 Readiness low (0.00) → Easy remediation,"{""A"": [""misunderstand_loop_control"", ""confuse_break_with_reset""], ""B"": [""conflate_loop_and_program_termination""], ""C"": [], ""D"": [""confuse_break_with_continue""]}"
2025-11-28 03:37:21,folajimiy,1764318896,Abstract Classes,Analyze,3817,a,d,False,1,Guided Practice,144.5193738937378,📘 Readiness moderate (0.34) → Medium items,"{""A"": [""incomplete_abstract_class_implementation"", ""unnecessary_abstraction""], ""B"": [""missing_abstract_method_implementation""], ""C"": [""placeholder_method_implementation""], ""D"": []}"
